CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,imcome_cat,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709434408,0,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848.0,1481.0,4367.0,0.711,8417.0,95.0,0.462,0.253
709436883,0,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941.0,1619.0,1322.0,,,,0.673,0.55
709444983,1,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435.0,2432.0,3.0,0.12,1460.0,32.0,,0.999
709446783,0,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335.0,2480.0,1855.0,0.543,1373.0,36.0,,0.572
709449333,0,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0,1428.0,1742.0,,,72.0,0.565,0.45
709451508,0,63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766.0,,12766.0,0.668,1191.0,28.0,0.647,
709452633,0,56,F,4,High School,Single,,Blue,36,3,1,3,8881.0,2145.0,6736.0,0.705,2027.0,,0.815,
709453833,0,48,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164.0,859.0,10305.0,0.915,4227.0,67.0,0.634,
709455108,0,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393.0,1667.0,726.0,0.974,3768.0,79.0,0.681,0.697
709459608,0,47,F,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811.0,0.0,1811.0,0.61,,87.0,,
709465758,0,62,F,1,Post-Graduate,Married,,Blue,53,3,1,3,1438.3,0.0,1438.3,,902.0,31.0,0.409,0.0
709468683,0,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397.0,777.0,0.62,1755.0,,0.5,0.643
709469658,0,47,M,3,Unknown,Single,$80K - $120K,Blue,36,3,1,2,7421.0,0.0,7421.0,0.708,4353.0,,0.786,0.0
709473708,0,39,M,3,Graduate,Married,,Blue,31,4,2,3,30753.0,1661.0,29092.0,0.681,1780.0,33.0,,0.054
709476033,0,55,M,2,Uneducated,Married,$120K +,Blue,48,2,1,2,6577.0,,4777.0,0.786,14229.0,,0.69,0.274
709477233,0,37,,2,High School,Single,Unknown,Blue,36,3,2,1,2346.0,,725.0,0.613,4287.0,,0.717,0.691
709479558,0,36,,4,College,Single,Less than $40K,Blue,36,3,2,1,2758.0,,590.0,1.046,3073.0,,0.792,0.786
709482633,0,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,4,1,3,1773.0,,891.0,0.68,,,0.615,0.497
709485033,0,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152.0,1206.0,0.969,1737.0,,,
709486158,0,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,0.0,1438.3,0.896,4530.0,,,0.0
709487058,0,51,F,2,Unknown,Married,Less than $40K,Silver,36,6,2,3,13812.0,1132.0,12680.0,,3723.0,,0.867,0.082
709488108,1,42,M,4,College,Single,,Blue,36,5,2,3,10543.0,0.0,10543.0,0.509,,,0.5,0.0
709493283,0,42,M,2,Unknown,Single,,Blue,32,5,2,4,4111.0,1233.0,2878.0,0.478,1289.0,,0.5,0.3
709494483,0,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420.0,1912.0,508.0,1.256,,36.0,0.565,0.79
709495833,1,44,F,2,Graduate,Single,,Blue,36,5,2,4,1438.3,0.0,1438.3,,1944.0,,0.5,
709500183,1,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0,,1804.0,0.537,2077.0,,0.419,0.0
709501683,0,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665.0,4165.0,,2263.0,60.0,0.714,
709505808,1,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345.0,2198.0,2147.0,0.465,1918.0,,0.292,
709513458,0,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833.0,7718.0,,,52.0,1.476,0.192
709514433,0,41,M,3,High School,Married,$80K - $120K,Blue,33,2,1,1,13818.0,609.0,13209.0,0.787,13209.0,101.0,0.656,0.044
709516458,0,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0.0,6476.0,0.551,2723.0,,0.65,0.0
709518858,0,50,F,2,Graduate,Married,,Blue,38,1,1,1,2897.0,0.0,2897.0,,4891.0,,0.776,0.0
709520058,1,53,M,5,Uneducated,Married,$120K +,Blue,38,4,2,2,19138.0,0.0,19138.0,0.482,,43.0,0.303,0.0
709523508,0,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097.0,0.0,11097.0,,4836.0,83.0,0.566,0.0
709528308,0,53,M,4,High School,Married,$80K - $120K,Blue,46,4,2,3,15242.0,1170.0,14072.0,,,57.0,,0.077
709530408,0,45,M,4,Doctorate,Single,$120K +,Gold,36,1,3,1,34516.0,1411.0,33105.0,0.701,8007.0,96.0,0.778,
709534083,1,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909.0,0.0,9909.0,,,41.0,0.64,
709536483,1,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701.0,215.0,8486.0,,1999.0,,0.414,
709537683,1,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638.0,926.0,10712.0,0.262,563.0,15.0,,
709541433,0,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041.0,1687.0,354.0,,1555.0,,,
709545333,0,33,,4,High School,Single,Unknown,Blue,29,6,2,3,12716.0,1496.0,11220.0,,2412.0,64.0,0.6,
709546608,0,37,,2,Uneducated,Married,Less than $40K,Blue,36,6,5,4,1438.3,647.0,791.3,,4803.0,,0.684,0.45
709547658,1,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961.0,1299.0,12662.0,,783.0,20.0,,0.093
709548783,1,44,M,2,Doctorate,Unknown,$40K - $60K,Blue,36,5,3,4,1438.3,0.0,1438.3,,2100.0,54.0,0.588,0.0
709550958,0,51,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,4,7133.0,0.0,7133.0,0.612,2689.0,,0.59,0.0
709554483,0,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517.0,2323.0,0.445,,,1.0,0.52
709558608,0,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844.0,,779.0,0.638,7345.0,,0.738,0.726
709560258,1,49,F,3,Graduate,Single,Unknown,Blue,31,2,3,4,4946.0,0.0,4946.0,,,,0.407,0.0
709562358,0,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353.0,1594.0,3759.0,0.973,,79.0,0.837,0.298
709563258,1,50,,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751.0,2253.0,498.0,,2108.0,40.0,0.481,
709564683,1,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0.0,4739.0,,886.0,21.0,,0.0
709567758,0,40,F,3,Uneducated,Married,Less than $40K,Blue,29,4,1,2,2490.0,2225.0,265.0,0.566,3339.0,71.0,0.543,0.894
709571958,0,58,F,2,Graduate,Single,Less than $40K,Blue,47,1,1,2,2127.0,0.0,2127.0,0.735,,65.0,0.667,0.0
709573533,0,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0.0,11191.0,0.58,3914.0,71.0,0.775,0.0
709575858,0,53,M,4,Graduate,Single,$40K - $60K,Blue,36,4,5,3,2300.0,0.0,2300.0,0.655,4527.0,,0.756,0.0
709578258,0,40,F,3,Uneducated,Single,Less than $40K,Blue,33,4,3,2,3804.0,1917.0,1887.0,0.744,14321.0,,0.759,0.504
709579383,0,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,2,6978.0,1148.0,5830.0,1.645,1362.0,26.0,1.0,
709581483,1,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,,467.0,0.574,2373.0,,0.359,
709583133,0,53,M,3,Uneducated,Married,,Blue,40,6,3,3,3326.0,1442.0,1884.0,0.711,1627.0,54.0,1.077,0.434
709584483,0,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,,513.0,0.785,1805.0,44.0,,
709587783,0,39,M,4,Post-Graduate,Single,$60K - $80K,Silver,36,6,3,3,25133.0,,25133.0,0.461,4033.0,73.0,0.327,0.0
709589208,0,53,M,0,Graduate,Single,$60K - $80K,Blue,35,3,1,3,17721.0,596.0,17125.0,0.694,14409.0,83.0,0.844,0.034
709592808,0,38,F,2,Graduate,Single,,Blue,28,5,3,4,3311.0,,1755.0,,14470.0,103.0,,0.47
709596783,0,46,M,3,College,Married,$40K - $60K,Blue,34,5,1,2,1611.0,0.0,1611.0,0.731,4444.0,,0.857,
709597983,0,65,M,0,Doctorate,Divorced,Less than $40K,Blue,56,6,1,3,1573.0,653.0,920.0,,3349.0,,0.674,
709603608,0,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1,1,2345.0,1643.0,702.0,,,69.0,,0.701
709606158,0,37,F,2,Graduate,Married,,Blue,31,1,3,3,2984.0,0.0,2984.0,0.77,4878.0,,0.87,0.0
709607733,0,40,F,3,College,Married,,Blue,36,4,2,4,9191.0,1666.0,7525.0,0.815,4275.0,83.0,0.766,0.181
709608708,1,29,M,1,Graduate,Married,$60K - $80K,Blue,17,5,1,4,6500.0,2517.0,3983.0,0.915,,,0.646,0.387
709610283,0,42,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1853.0,0.0,1853.0,0.846,4544.0,72.0,0.565,0.0
709614333,0,59,F,0,High School,Single,Unknown,Blue,36,4,3,1,10457.0,,8309.0,0.737,4649.0,74.0,,0.205
709615458,0,54,M,3,Graduate,Married,$120K +,Blue,44,2,1,3,34516.0,,33654.0,0.815,,111.0,0.762,
709616958,0,38,M,2,High School,Single,$60K - $80K,Silver,30,4,3,4,26556.0,,24973.0,0.694,,73.0,,0.06
709618308,0,46,F,3,High School,Single,$40K - $60K,Silver,40,4,3,1,16239.0,1487.0,14752.0,,,,0.6,
709619433,0,52,M,2,Doctorate,Married,$120K +,Blue,44,1,2,2,34516.0,1382.0,33134.0,0.856,8604.0,,,
709621008,0,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826.0,1482.0,4344.0,0.729,4135.0,76.0,,
709623483,0,56,,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,,16972.0,0.491,,,0.8,0.08
709625733,0,50,M,2,High School,Single,$60K - $80K,Blue,40,5,2,3,9690.0,1115.0,8575.0,0.542,4620.0,64.0,0.488,
709627983,0,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0,1699.0,836.0,0.72,,68.0,0.789,0.67
709632483,0,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,2,1438.3,906.0,532.3,0.541,4457.0,84.0,,0.63
709633533,0,31,M,2,Uneducated,Married,,Blue,18,3,2,4,1438.3,0.0,1438.3,1.561,2789.0,50.0,,0.0
709635858,0,56,F,3,Graduate,Married,,Blue,45,6,2,3,2235.0,,2235.0,,1229.0,,0.35,
709641933,0,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3433.0,,1564.0,0.838,4504.0,84.0,0.787,0.544
709646433,1,59,F,1,High School,Married,Less than $40K,Blue,50,1,4,3,5043.0,,4300.0,0.805,10170.0,66.0,,
709649958,1,62,M,0,Post-Graduate,Divorced,$60K - $80K,Silver,46,4,5,6,28229.0,,27942.0,0.594,2281.0,45.0,0.552,
709660233,1,52,M,3,Unknown,Single,,Blue,44,1,2,4,3526.0,2429.0,1097.0,0.712,7775.0,63.0,0.909,
709662708,0,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604.0,1902.0,0.574,1953.0,61.0,0.649,
709663608,1,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0.0,1536.0,,,36.0,,
709664658,0,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,3,2,22863.0,927.0,21936.0,0.569,4071.0,69.0,,0.041
709665783,0,39,F,1,Unknown,Married,,Blue,36,3,1,1,1637.0,0.0,1637.0,,4800.0,70.0,0.795,0.0
709666908,0,42,F,4,Graduate,Divorced,Unknown,Blue,36,3,3,1,2782.0,1782.0,1000.0,0.853,4669.0,93.0,0.755,0.641
709668408,0,56,F,1,Graduate,Unknown,$40K - $60K,Blue,36,5,4,1,5204.0,0.0,5204.0,1.008,5285.0,,0.864,0.0
709669533,0,38,F,1,High School,Divorced,Less than $40K,Blue,30,2,3,2,2722.0,1303.0,1419.0,0.391,,,,
709671708,0,61,,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984.0,18370.0,0.956,1207.0,,0.684,
709674333,0,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0.0,2400.0,,2677.0,70.0,0.892,0.0
709679658,0,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0,0.0,5386.0,0.777,4846.0,84.0,0.68,0.0
709682658,0,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093.0,2517.0,576.0,0.855,1371.0,,0.917,0.814
709683633,0,32,F,1,High School,Single,Less than $40K,Silver,13,4,1,2,10332.0,948.0,9384.0,0.843,2914.0,,0.763,0.092
709688883,1,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845.0,0.0,3845.0,,2174.0,,0.393,
709690158,0,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,2,4592.0,2517.0,2075.0,,1470.0,33.0,0.737,
709695333,0,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227.0,,8532.0,0.875,,82.0,0.783,0.166
709700058,0,52,F,2,Graduate,Single,$40K - $60K,Blue,33,5,2,2,6081.0,989.0,5092.0,1.222,,,0.429,0.163
709701558,0,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251.0,20080.0,0.949,1460.0,,,
709707033,1,45,,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162.0,0.0,13162.0,0.512,1424.0,38.0,0.583,0.0
709708233,1,49,F,3,Doctorate,Married,,Blue,29,3,4,2,7066.0,0.0,7066.0,0.479,1695.0,38.0,,
709709283,1,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458.0,321.0,3137.0,,2256.0,,0.29,0.093
709711758,1,45,,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942.0,0.0,1942.0,0.366,1853.0,31.0,0.107,0.0
709713033,1,55,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846.0,0.0,6846.0,0.62,,,0.522,0.0
709714008,1,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248.0,0.0,9248.0,0.613,2325.0,45.0,,0.0
709716258,0,48,M,3,High School,Unknown,$80K - $120K,Blue,36,3,1,3,7633.0,1707.0,5926.0,0.529,1807.0,,0.657,0.224
709718058,0,52,F,4,Uneducated,Single,,Blue,36,5,1,4,2936.0,2181.0,755.0,,4650.0,78.0,0.625,
709719333,0,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422.0,1258.0,27164.0,0.672,,80.0,,
709722858,0,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708.0,,19351.0,0.852,8503.0,88.0,0.571,0.066
709726158,0,40,F,4,Graduate,Single,,Blue,26,5,3,0,2206.0,1110.0,1096.0,0.746,5196.0,92.0,0.614,
709728183,0,46,F,3,College,Married,Less than $40K,Blue,39,3,2,3,1438.3,0.0,1438.3,0.786,4370.0,,0.795,
709729533,1,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809.0,457.0,1352.0,0.703,,49.0,0.485,0.253
709732608,0,41,,3,Graduate,Married,Less than $40K,Blue,36,4,3,3,3203.0,2366.0,837.0,0.665,4282.0,,,0.739
709735008,0,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023.0,1435.0,1588.0,0.62,1920.0,34.0,,0.475
709736658,0,37,M,4,Uneducated,Married,,Blue,27,6,3,2,1438.3,759.0,679.3,0.858,4446.0,86.0,0.72,
709738008,0,48,F,3,Unknown,Married,$40K - $60K,Blue,36,1,6,2,2804.0,1057.0,1747.0,0.576,5033.0,,0.8,0.377
709739283,0,62,M,0,High School,Single,Unknown,Blue,36,3,3,3,21329.0,2119.0,19210.0,,,75.0,1.027,
709741608,0,51,M,2,Unknown,Single,$80K - $120K,Blue,36,3,1,2,4546.0,0.0,4546.0,0.651,,,0.963,
709742958,0,45,M,5,High School,Married,$60K - $80K,Blue,37,3,1,3,15626.0,1148.0,14478.0,1.028,,,0.711,0.073
709745508,1,58,F,2,Unknown,Divorced,,Blue,47,1,4,3,2295.0,0.0,2295.0,0.376,,40.0,0.429,0.0
709747308,0,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,4575.0,1344.0,3231.0,0.46,4726.0,64.0,,0.294
709749483,0,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,1,2,2636.0,1953.0,683.0,,4584.0,,0.591,0.741
709752183,0,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,,8915.0,0.615,1374.0,37.0,0.762,0.22
709757583,0,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,,1666.0,0.885,2074.0,48.0,,
709759908,0,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,2,1939.0,,1254.0,,4327.0,84.0,,0.353
709762008,0,48,F,4,High School,Married,Less than $40K,Blue,38,5,1,1,2090.0,793.0,1297.0,0.64,4619.0,78.0,0.733,0.379
709762908,0,52,F,1,Uneducated,Married,Unknown,Blue,40,2,2,1,1438.3,,210.3,0.659,4991.0,78.0,0.902,
709764483,1,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157.0,581.0,5576.0,0.583,,65.0,0.548,
709770408,0,51,M,2,Graduate,Married,,Silver,36,1,1,2,34516.0,,32814.0,0.705,8652.0,,,
709774608,0,51,M,3,Unknown,Married,$60K - $80K,Blue,36,4,3,4,5993.0,1582.0,4411.0,0.44,3464.0,64.0,0.684,0.264
709779258,0,53,F,3,Post-Graduate,Married,,Blue,43,4,3,4,1438.3,0.0,1438.3,0.939,4075.0,71.0,0.614,0.0
709780158,0,52,F,1,Graduate,Single,,Blue,35,4,4,2,2411.0,1379.0,1032.0,0.869,,,0.717,0.572
709781208,0,34,F,0,Unknown,Married,Less than $40K,Blue,26,5,3,1,2291.0,,2291.0,,5409.0,82.0,0.822,0.0
709783908,0,52,F,3,Unknown,Married,Less than $40K,Blue,47,6,3,2,2280.0,1170.0,1110.0,,1924.0,50.0,0.667,0.513
709785783,1,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300.0,0.0,2300.0,,,34.0,0.478,0.0
709787733,0,54,F,4,College,Single,,Blue,48,3,2,2,9723.0,1307.0,8416.0,,,76.0,,0.134
709788783,0,47,M,4,Unknown,Divorced,$40K - $60K,Blue,35,3,2,1,4907.0,773.0,4134.0,0.517,5088.0,,0.651,0.158
709791333,0,40,F,3,Uneducated,Single,Less than $40K,Blue,36,6,1,3,2040.0,1084.0,956.0,0.672,4751.0,,0.818,0.531
709793133,0,43,F,2,Unknown,Single,,Blue,36,6,1,4,3186.0,2470.0,716.0,0.58,1531.0,,0.233,
709794333,0,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827.0,1430.0,1397.0,,1608.0,,1.308,0.506
709798908,1,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858.0,0.0,2858.0,1.058,2611.0,,0.483,
709802208,0,37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,3350.0,0.0,3350.0,1.316,,,0.694,0.0
709803258,1,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073.0,0.0,12073.0,0.541,2400.0,52.0,0.793,
709804533,0,40,M,4,Uneducated,Single,,Blue,34,3,1,3,17818.0,,16367.0,0.632,3973.0,74.0,0.451,0.081
709807383,0,35,F,2,Unknown,Married,,Blue,22,1,1,1,3616.0,1155.0,2461.0,,15391.0,,0.593,
709810458,0,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579.0,768.0,811.0,,,72.0,0.946,0.486
709813008,0,44,F,3,High School,Unknown,,Blue,35,5,3,0,3398.0,,983.0,,4509.0,93.0,0.661,
709814883,0,45,F,2,High School,Single,Less than $40K,Platinum,36,1,3,1,15987.0,,13725.0,0.714,15513.0,,0.649,0.141
709822008,0,42,F,3,Unknown,Divorced,Unknown,Blue,31,5,3,2,2369.0,1019.0,1350.0,,,,0.784,
709823733,1,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,5508.0,0.0,5508.0,0.89,7507.0,78.0,0.733,
709826058,0,49,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,1,34516.0,2435.0,32081.0,0.732,1805.0,,0.619,
709827933,0,44,,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230.0,,11034.0,0.62,3659.0,,0.52,
709830783,0,47,,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516.0,,32830.0,,4039.0,72.0,,0.049
709831983,0,57,M,2,Uneducated,Single,,Blue,46,3,2,3,34516.0,1244.0,33272.0,0.606,15176.0,126.0,0.8,
709836258,0,45,F,4,Graduate,Married,,Blue,41,5,1,2,1927.0,1337.0,590.0,,5127.0,81.0,0.653,0.694
709837308,0,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531.0,0.0,7531.0,1.007,3833.0,71.0,0.578,
709838508,0,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516.0,1509.0,33007.0,0.728,,,0.625,
709841433,0,45,F,2,Graduate,Divorced,,Blue,33,6,3,3,3855.0,1188.0,2667.0,0.927,3885.0,83.0,0.627,
709852908,0,44,F,3,Uneducated,Single,,Blue,36,5,3,3,4307.0,0.0,4307.0,,1628.0,,0.542,
709855608,0,46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,1438.3,981.0,457.3,0.663,1114.0,33.0,0.65,0.682
709857033,0,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3,0.0,1438.3,,4148.0,84.0,,0.0
709858533,0,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4,1,2,2462.0,2021.0,441.0,0.966,,57.0,0.676,0.821
709861008,0,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,1,27720.0,2414.0,25306.0,0.752,8520.0,89.0,,
709864833,0,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077.0,1965.0,6112.0,0.637,,,,0.243
709865883,1,38,M,2,High School,Divorced,$60K - $80K,Silver,25,1,2,3,26794.0,821.0,25973.0,,,58.0,0.933,0.031
709868433,0,43,F,4,Unknown,Single,Less than $40K,Blue,33,3,3,1,2525.0,,308.0,0.763,4409.0,69.0,0.568,0.878
709869708,0,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062.0,,1023.0,1.057,4037.0,71.0,,0.666
709871658,0,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,7136.0,2345.0,4791.0,0.699,7729.0,86.0,0.654,0.329
709873683,0,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,4,2,1,16541.0,1428.0,15113.0,,4352.0,,,
709876008,0,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,3414.0,1473.0,1941.0,,1803.0,49.0,1.13,0.431
709879458,0,54,F,3,Doctorate,Married,,Blue,46,2,2,3,1900.0,1376.0,524.0,,,45.0,,0.724
709883883,0,46,F,4,Uneducated,Divorced,Unknown,Blue,34,2,3,1,8110.0,1549.0,6561.0,,8033.0,94.0,,0.191
709886583,0,37,,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633.0,6778.0,0.762,2761.0,,0.604,0.085
709887483,0,56,M,2,Uneducated,Divorced,$40K - $60K,Blue,45,3,1,3,6331.0,1420.0,4911.0,,3527.0,69.0,0.438,0.224
709888383,0,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,2,3147.0,2453.0,694.0,,,,0.952,0.779
709891608,1,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924.0,0.0,9924.0,0.517,1949.0,,0.483,0.0
709892658,0,48,,5,Graduate,Single,Less than $40K,Blue,38,5,3,2,1605.0,1300.0,305.0,0.95,4495.0,,0.718,0.81
709895508,0,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,1,6153.0,974.0,5179.0,,7434.0,,,
709897983,0,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527.0,1128.0,0.715,1921.0,26.0,0.444,0.575
709901058,0,38,M,1,High School,Single,$40K - $60K,Blue,30,2,2,1,2232.0,1163.0,1069.0,,4185.0,80.0,0.778,0.521
709902108,0,51,M,2,High School,Married,$80K - $120K,Blue,40,4,3,2,8169.0,794.0,7375.0,0.665,4927.0,,0.944,0.097
709904508,0,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,3,2634.0,,990.0,1.092,4190.0,71.0,0.732,0.624
709910733,0,49,F,4,High School,Single,Unknown,Silver,30,2,3,2,34516.0,,32553.0,0.758,,86.0,0.792,
709913733,0,39,F,3,College,Married,Less than $40K,Blue,36,4,2,0,2279.0,1529.0,750.0,1.26,1693.0,32.0,1.286,0.671
709914858,0,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362.0,1705.0,4657.0,0.644,5169.0,,0.474,0.268
709916058,0,58,M,1,Unknown,Married,$60K - $80K,Blue,36,3,1,3,2347.0,2163.0,184.0,,1631.0,40.0,,0.922
709918158,0,43,M,3,High School,Married,$80K - $120K,Blue,23,5,6,1,12315.0,0.0,12315.0,,2028.0,51.0,0.545,0.0
709919283,0,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517.0,12409.0,1.996,,,1.5,
709921158,0,51,M,1,High School,Single,$60K - $80K,Blue,36,6,4,4,2281.0,1751.0,530.0,,4241.0,76.0,0.854,
709922508,0,40,,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712.0,0.0,2712.0,0.835,5207.0,79.0,,0.0
709925733,0,32,F,0,Unknown,Single,Less than $40K,Blue,22,1,3,2,1438.3,,725.3,,5099.0,80.0,0.951,0.496
709927458,0,38,M,3,Graduate,Single,,Blue,20,1,3,3,10486.0,1544.0,8942.0,0.716,4042.0,77.0,0.925,
709928358,1,40,M,3,Graduate,Single,$80K - $120K,Blue,20,1,2,2,32554.0,,32554.0,,8528.0,,1.122,0.0
709930758,0,41,M,2,Uneducated,Married,,Blue,30,5,3,3,11107.0,1222.0,9885.0,,1506.0,33.0,,0.11
709934808,0,59,,1,Unknown,Single,$40K - $60K,Silver,51,2,2,1,15164.0,1071.0,14093.0,0.9,,103.0,0.717,0.071
709935708,0,55,F,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,3391.0,1696.0,1695.0,0.537,4291.0,77.0,,0.5
709937583,0,45,F,2,High School,Single,,Blue,34,4,3,2,3024.0,1835.0,1189.0,0.793,14220.0,108.0,0.662,
709938708,0,56,F,3,Uneducated,Married,Unknown,Blue,47,4,1,2,1822.0,,704.0,,,78.0,0.529,
709942383,0,34,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,2,6313.0,782.0,5531.0,0.931,1703.0,,0.889,0.124
